IID,SCORE
HG00266,0.027660049190556382
HG00267,-0.308266325839207
HG00268,0.20700168201528582
HG00269,0.22444657941350418
HG00270,0.712475957233003
HG00271,0.48796165774980543
HG00272,0.28308356173964977
HG00274,0.7570789585984603
HG00275,-0.37906609247190937
HG00276,-0.14386955662999196
HG00277,-0.2667451332981269
HG00278,-0.03679451967193101
HG00280,-0.45957234561312277
HG00281,0.4022986656152908
HG00282,0.034999796562885474
HG00284,-0.4998934165649387
HG00285,-0.30487407838931085
HG00286,0.26450933224766365
HG00288,0.48925342168595287
HG00290,0.9855995140007613
HG00303,1.37849868043754
HG00304,0.30773300121543684
HG00305,-0.29371813062165064
HG00306,-0.7831686266652929
HG00308,0.24488759046809924
HG00309,-0.21806396523094368
HG00310,-0.04773905026097722
HG00311,-0.13202226871722178
HG00312,0.06988518425922054
HG00313,0.5868659308694265
HG00315,0.19747960629358563
HG00319,0.06224083581262592
HG00320,-0.31347406771057773
HG00321,-0.5872341735113465
HG00322,-0.07813430824701498
HG00323,0.10715955522943149
HG00324,0.8875811749776218
HG00325,0.18600960499898428
HG00326,0.5512056065222779
HG00327,-0.08369823441417276
HG00328,-0.37742990953305333
HG00329,-0.28325602094034813
HG00330,-0.18048684604711668
HG00331,1.0420364333752246
HG00332,-0.22168205337972702
HG00334,0.48940877488065015
HG00335,-0.2566140030924821
HG00336,0.5292858787153262
HG00337,0.29511299387975176
HG00338,0.06309632464327405
HG00339,0.11273733380358004
HG00341,-0.1503110487219509
HG00342,0.3212973311149233
HG00343,-0.06471492297799017
HG00344,-0.3948495091978891
HG00345,-0.417268456838525
HG00346,0.20413666395215596
HG00349,0.8066826942462303
HG00350,0.19874040725486092
HG00351,0.07937534109452629
HG00353,0.25264791820572935
HG00355,0.6896911461472037
HG00356,0.22418346358427604
HG00357,-0.04584122568917301
HG00358,0.6041340833896564
HG00359,0.31387925823695517
HG00360,0.788117866971083
HG00361,0.20869763290586457
HG00362,-0.39436253318906234
HG00364,-0.4559194009568429
HG00366,0.8374575261678673
HG00367,0.8686183947835644
HG00368,0.053293969029733865
HG00369,-0.03395744837465717
HG00371,0.7562827347965594
HG00372,-0.34405837018743024
HG00373,-0.253101054920676
HG00374,0.4058011988447866
HG00375,-0.038848834633048196
HG00376,0.12800579229712145
HG00377,0.060181062272098795
HG00378,0.27481693670546314
HG00379,0.7331652293867963
HG00380,0.16900657411670778
HG00381,0.4060633790398059
HG00382,-0.7480937280816901
HG00383,0.10932903661313745
HG00384,-0.23103984779346604
HG00385,-0.3919395150854823
HG00386,-0.24600047399227687
HG00387,-0.012938481996227907
HG00388,0.522572649145316
HG00389,-0.43802664027962923
HG00390,0.1433225314274484
HG00391,-0.07721818524010504
HG00392,-0.010175153624664035
HG00393,0.5597814523604924
HG00394,0.36072865321248193
HG00395,0.7031413492284714
HG00396,0.06400976700934262
HG00397,-0.1679418148397292
HG00398,0.03429888284839398
HG00399,0.2340856253805913
HG00400,0.2058440267615698
HG00401,-0.33435185014477425
HG00402,0.1689658224493813
HG00403,0.22797301663150693
HG00404,1.2086858776795313
HG00405,0.9342402314730675
HG00406,-0.23532945137939854
HG00407,0.007084967912332943
HG00408,-0.49673855358697216
HG00409,-0.12285888478195761
HG00410,0.26540518353810183
HG00411,0.6467876911885192
HG00412,-0.1821395160893619
HG00413,-0.15003633492504403
HG00414,-0.7896986203400398
HG00415,0.060513919638561536
HG00417,-0.3249383340406368
HG00418,-0.09661185068362602
HG00419,-0.2454471573669948
HG00420,0.08981792175820458
HG00421,-0.6228108428571809
HG00422,-0.49828218312550043
HG00423,1.042369462792923
HG00424,-0.42133183381779493
HG00425,-0.33966294180996764
HG00426,0.9171337555328509
HG00427,1.3747307753025901
HG00428,-0.37169914378877644
HG00429,-0.0275578530879923
HG00430,0.2765223980229143
HG00431,0.8707740708633558
HG00432,-0.29256957239865694
HG00433,0.02512297079840016
HG00436,0.4632114175848511
HG00437,0.3164537863014994
HG00438,-0.030945260914974543
HG00439,0.07287024200132795
HG00440,-0.4588053643057002
HG00441,0.02816636808125339
HG00442,0.016079599280163615
HG00443,0.22966158071588805
HG00444,-0.10770218054206648
HG00445,0.33220710305833756
HG00446,0.5640474563540145
HG00447,0.19678592397317085
HG00448,0.2808924453582188
HG00449,0.15297175090235837
HG00450,0.13023615400036181
HG00451,-0.17891546156975585
HG00452,0.26578614170084514
HG00453,0.08852242123966109
HG00454,1.0269133035458669
HG00455,0.8042252402203939
HG00456,0.29549666311520495
HG00457,-0.19669370863323843
HG00458,-0.34635707459769627
HG00459,0.6404856411032698
HG00460,0.24276176805303412
HG00461,0.33589343401296606
HG00463,-0.6171806368197441
HG00464,0.5275146454995246
HG00465,0.3248736728910331
HG00466,-0.3455085052031624
HG00467,-0.07180122751155815
HG00468,0.24317645034633295
HG00469,0.15267677641581476
HG00470,0.00503386400175701
HG00471,0.08586562596054234
HG00472,0.022252891176170284
HG00473,0.19555778018469752
HG00474,0.7605871612302685
HG00475,-0.9693564760949679
HG00476,0.028733346684051253
HG00477,0.20581792131595628
HG00478,0.2570038251819534
HG00479,-0.029128206638040582
HG00480,-0.6223796116138248
HG00481,0.27071326522312456
HG00482,0.8701968317479368
HG00483,-0.5269062258660734
HG00484,0.5002639210683039
HG00485,-0.010540205585847756
HG00486,0.1039286502469218
HG00487,-0.3208617219855718
HG00488,-0.013081024237257571
HG00489,0.6871391043690338
HG00490,0.3798095056675337
HG00491,0.87232229175762
HG00492,0.634603253238044
HG00493,0.31830473325343045
HG00494,0.8773015510102822
HG00495,0.31826466920348717
HG00496,0.48491013493986
HG00497,0.003149003505730913
HG00498,0.15870822751408334
HG00499,-0.1685763659018386
HG00500,0.554137757580435
HG00501,-0.37458527214240844
HG00502,0.4653588866917261
HG00503,0.048525086964789674
HG00504,0.6319622548413996
HG00505,0.4518722747724717
HG00506,0.9101648139358898
HG00507,0.44326387768379544
HG00508,-0.5432620455218483
HG00509,0.10151726073041074
HG00510,-0.3718878813076192
HG00511,-0.09183108446971208
HG01334,0.7776102608157476
HG01789,0.403319484588573
HG01790,-0.16922179560313494
HG01791,-0.3040765197830669
HG01792,0.14424384858819012
HG01793,-0.39097436799487517
HG01794,-0.15731649483669535
HG01795,0.26386485761255285
HG01796,0.6251356762681086
HG01797,0.39099341470095
HG01798,-0.8513884254834261
HG01799,0.26059070671656326
HG01800,0.16105918277283637
HG01801,0.30751059825366167
HG01802,0.8225842276193772
HG01803,-0.7536912777831518
HG01804,-0.12302870735186966
HG01805,0.38334426868467314
HG01806,-0.5473550407260689
HG01807,0.7624965721861232
HG01808,0.288003972880962
HG01809,0.4928765795353143
HG01810,-0.1143922645959368
HG01811,0.47881636478152456
HG01812,0.587933214585704
HG01813,0.2299649438267629
HG01814,0.23061734243212134
HG01815,0.24601504370829136
HG01816,-0.23965711141435114
HG01817,0.06699871338503278
HG01819,0.06485934709740947
HG01820,0.2944459314890373
HG01821,0.5585247073763702
HG01822,-0.3232768575195506
HG01823,0.07664613141109292
HG01824,0.7648555566171041
HG01825,-0.18835319722330252
HG01826,-0.22205190740717323
HG01827,0.21686797258048332
HG01828,0.4919346156039111
HG01829,0.13509492220218644
HG01830,0.6995267169432061
HG01831,0.4972505421315001
HG01832,0.49083571665570247
HG01840,0.3675835091672416
HG01841,1.1273665881882629
HG01842,0.04230873248978666
HG01843,-0.7281089499212946
HG01844,0.8174625684739432
HG01846,-0.06587843622190412
HG01847,0.17641598235655534
HG01848,0.6912115133942497
HG01849,-0.5562079873896436
HG01850,-0.40600566652307013
HG01851,-0.555787468261717
HG01852,-0.21000798664689158
HG01853,0.31854032201768
HG01855,0.35476207186099107
HG01857,0.2485558584243524
HG01858,-0.47502890465948977
HG01859,-0.8594483122534248
HG01860,0.15348507598123975
HG01861,-0.07190885281066306
HG01862,0.3270008646033965
HG01863,0.4309169334731921
HG01864,0.18942262949393932
HG01865,0.45584101377501574
HG01866,0.2283941526708953
HG01867,0.35727971987966833
HG01868,-0.17168202581345765
HG01869,0.05325447031460315
HG01870,0.21449887980784046
HG01871,0.4817143988688222
HG01872,-0.038478718181006705
HG01873,0.35346805235563705
HG01874,0.01631466154345161
HG01875,0.07984493551662894
HG01876,0.4855659576031129
HG01877,-0.7236270629596004
HG01878,-0.42520874534722763
HG01879,-0.5047682242645044
HG01880,-0.8695211457430138
HG01882,-0.16036848616247773
HG01883,0.45125748264336396
HG01884,0.008155665961704958
HG01885,0.21493327110388943
HG01886,0.5968207755909035
HG01887,0.698980739063479
HG01888,0.1005813087633218
HG01889,0.7100761950915297
HG01890,0.16966706047317237
HG01891,-0.22854139908768478
HG01892,-0.12444111088193821
HG01893,-0.504061841982853
HG01894,-0.2502765429394967
HG01895,-0.023174349171085462
HG01896,0.4744558223017929
HG01897,0.8673777956715074
HG01898,-0.46192656118752395
HG01899,0.29848728740254926
HG01900,-0.31556902353508776
HG01901,0.3335602326976357
HG01902,0.0740424788453779
HG01903,-0.654160055793082
HG01904,0.5278824311879386
HG01905,-0.1289823053672604
HG01906,-0.09852286211923081
HG01909,-0.3280819329965032
HG01910,-0.1500949557329488
HG01911,0.31350826479370253
HG01912,0.04912772434284386
HG01914,0.2709988017778149
HG01917,0.2852473222231166
HG01918,0.6959714532282667
HG01919,-0.016649587030300117
HG01920,-0.5024858887367115
HG01921,0.5873980832594374
HG01923,-0.011809532926463917
HG01924,0.6076914032569483
HG01925,0.2944387552873703
HG01926,0.07402068206088702
HG01927,0.27961559300943284
HG01928,0.9660137807581067
HG01930,1.0199784586466278
HG01931,0.15992287829088236
HG01932,0.19882565017703505
HG01933,0.5912612834585995
HG01934,-0.23208118643753156
HG01935,0.2728873476296605
HG01938,0.1191203559365679
HG01939,0.2646782777884159
HG01940,-0.22681519646872544
HG01941,-0.5507707141335624
HG01942,-0.7578661039786694
HG01943,-0.348487354004748
HG01944,-0.06629649206801028
HG01945,0.004596724279670422
HG01946,0.960109829984805
HG01947,0.6040075596682866
HG01948,-0.28195983424075316
HG01950,0.27915830102998995
HG01951,-0.044192316452479286
HG01952,0.00837853178362323
HG01953,0.20959350820954964
HG01956,0.39545290651225845
HG01957,-0.015138334495912203
HG01958,0.5859539966233991
HG01959,-0.3590063360794059
HG01961,0.13291565431599578
HG01962,1.2430434244736546
HG01963,0.22576736174066783
HG01965,0.7441890946300844
HG01967,0.16940724432940235
HG01968,0.3790049076392849
HG01971,0.10587407952217093
HG01972,0.05719739222925481
HG01973,-0.20373025875716977
HG01974,0.3145411021774158
HG01975,-0.234598531847183
HG01976,0.41533671523667304
HG01977,0.5951369527046277
HG01978,0.2872220548604293
HG01979,0.007571042544741585
HG01980,0.3246788541758454
HG01982,-0.0020355369960831926
HG01983,0.5309883885492699
HG01985,-0.654374366477759
HG01986,-0.013574196502028069
HG01624,-0.7816182171930375
HG01625,-0.5775670377215176
HG01626,0.5991656937914049
HG01628,0.4062581385795459
HG01630,-0.2583380640200197
HG01631,-0.5806304225064332
HG01632,-1.1824000696556234
HG01633,-0.18590275106507237
HG01634,1.0340428190410307
HG01635,0.21679836613443726
HG01636,-0.19251995293796986
HG01638,0.22922701423032604
HG01639,-0.6046904580925125
HG01640,-0.08457829608634673
HG01642,0.07874492789327796
HG01643,0.00236097171045644
HG01670,0.36329579968763714
HG01672,0.17965597511875914
HG01673,0.3128829890532515
HG01675,-0.24553403136618057
HG01676,0.4073408221017816
HG01678,0.7082704476420347
HG01679,-0.3615135422885214
HG01680,-0.32757553189211275
HG01682,0.5876088328294078
HG01684,-0.0409571849236868
HG01685,0.6156128849745948
HG01686,-0.14434769901482286
HG01687,0.6366967591930248
HG01688,0.0919195621971241
HG01689,0.14408698367962133
HG01694,0.6818379377193327
HG01695,-0.11110472851602088
HG01697,-0.34956585468271284
HG01699,-0.14682902802447062
HG01700,0.22398065408471587
HG01701,-0.6066664341094996
HG01702,0.3001830235312016
HG01704,-0.18395827433146308
HG01705,0.5102396911579347
HG01707,-0.947677541497034
HG01708,-0.2859504730328758
HG01709,-0.6563502910479564
HG01710,-0.30227604835540284
HG01711,0.139739284896441
HG01712,-0.035969679035119106
HG01713,-0.06649020737900294
HG01714,-0.02772049306003302
HG01746,0.12151459983916871
HG01747,-0.3773134348637831
HG01748,0.3287393121940493
HG01749,0.31055331341066517
HG01750,0.19628161513925116
HG01751,0.2668691650364199
HG01756,0.15980564913284423
HG01757,0.8754361714041072
HG01758,0.0019520391947869323
HG01761,-0.08859545266651178
HG01762,-0.2723519520750967
HG01763,-0.3870793152098376
HG01765,-0.4744245877766026
HG01766,-0.32802897412584603
HG01767,0.008707954912007449
HG01768,0.17539587488965927
HG01770,0.05885007130006979
HG01771,-0.27729432019006983
HG01773,0.40831596655061686
HG01775,0.34214225591907
HG01776,-0.02791124333490219
HG01777,-0.23094028514399545
HG01779,0.26353293221354546
HG01781,0.11516992860928059
HG01784,-0.5582491799752336
HG01785,0.009819326636818948
HG01786,0.1456539402498152
HG01788,-0.33251437411835943
HG02420,0.11593954049189154
HG02421,-0.561004934932106
HG02422,0.5877741987650096
HG02423,0.5514562138504622
HG02424,-0.06613613479910029
HG02425,0.1873978054545625
HG02426,-0.9541238811232284
HG02427,-0.438152696965211
HG02428,-0.08311940353461662
HG02429,-0.4034899516192952
HG02430,0.33184559225077914
HG02431,0.8598872520558742
HG02432,-0.44649461851710065
HG02433,-0.3068999371214653
HG02434,0.1347105483963673
HG02435,0.7009354067224438
HG02436,-0.46532926704142413
HG02437,0.1403032679415373
HG02438,0.7874466069946755
HG02439,-0.6420640653905862
HG02440,-0.4894880855377444
HG02441,-0.13655647921928102
HG02442,-0.17647419073128714
HG02443,0.3722666900394001
HG02444,0.13726714067825693
HG02445,-0.6927743837486999
HG02446,0.24994292183397374
HG02447,-0.19991500603558574
HG02448,0.562362474493014
HG02449,-0.2205150299974361
HG02450,-0.22423085052488018
HG02451,0.26052977100714514
HG02452,0.35182054012988306
HG02453,0.2222376981961414
HG02454,-0.6559918558355871
HG02455,0.25925497547446813
HG02456,-0.3879211940691826
HG02457,0.13463964752972923
HG02458,-0.548209093610253
HG02459,0.22150619592872497
HG02460,-0.29419610901291454
NA20502,-0.4901324220472307
NA20503,0.33160836817615563
NA20504,0.13726088512215084
NA20505,-0.21491285145331646
NA20506,0.6351052142570699
NA20507,-0.14357253671810596
NA20508,0.0510155186064367
NA20509,0.14848477506451213
NA20510,-0.21725449848733736
NA20511,0.23171969836341091
NA20512,-0.18176898609300057
NA20513,-0.1316303334241917
NA20514,0.5986637105430552
NA20515,-0.3905052192141174
NA20516,-0.9553003842105781
NA20517,0.7008616671468957
NA20518,1.0871033852930423
NA20519,-0.12900882965894497
NA20520,-0.7594025375192681
NA20521,-0.08999520460225044
NA20522,-0.08000936615441943
NA20524,-0.04037265296476099
NA20525,-0.4204705180550327
NA20527,0.27634736624331807
NA20528,0.25368723566775303
NA20529,-0.5772973531176264
NA20530,0.3255893747656158
NA20531,0.8826851385689287
NA20532,0.10857887283109383
NA20534,-0.10104303670739709
NA20535,-0.020648523050135766
NA20536,0.2910396852842598
NA20537,-0.6745444328267709
NA20538,0.1054632133454576
NA20539,-0.12291496159889262
NA20540,0.7983647753327083
NA20541,-0.03388949723412066
NA20542,0.7243025407367942
NA20543,-0.41649967120707415
NA20544,0.27951587305602926
NA20545,0.16926514857646976
NA20547,-0.3198998472211444
NA20549,0.11081624078456467
NA20550,0.5368727532398867
NA20581,-0.09547266548436484
NA20582,-0.6586118263982745
NA20585,0.030571140621883264
NA20586,-0.33363734581659815
NA20587,-0.10310753035405398
NA20588,0.004218473997604208
NA20589,-0.6642464521119869
NA20752,-0.6272049724643911
NA20753,0.23621870950230617
NA20754,-0.17735101534344042
NA20755,-1.0178487710933453
NA20756,0.36084180546790834
NA20757,0.1499073912708771
NA20758,-0.25603087757341675
NA20759,-0.5042073148715722
NA20760,0.38181853012298117
NA20761,0.1815927162458728
NA20762,1.0184790995527646
NA20763,0.2107496272351842
NA20764,0.1973786129434453
NA20765,-0.030907536032685395
NA20766,0.3739849469398455
NA20767,0.29508506883374
NA20768,0.5530100135254341
NA20769,-0.1767765133111064
NA20770,-0.14141371586373488
NA20771,-0.159398865147371
NA20772,0.3632939884372719
NA20773,0.6545309196261349
NA20774,-0.15105874698025212
NA20775,-0.13703686635963636
NA20776,0.16707418534480933
NA20778,-0.06335543340531022
NA20779,0.4296652836323787
NA20780,-0.8890315328187997
NA20781,-0.3024717973109938
NA20783,-0.2842425630585311
NA20785,-0.9172585346981372
NA20786,-0.35883358370219975
NA20787,-0.3388782572821832
NA20788,-0.044974675799950556
NA20790,0.49589676100736446
NA20792,-0.06306696403009308
NA20795,-0.3864829272636069
NA20796,0.014357510836511472
NA20797,0.46963986258525936
NA20798,-0.3639046487128948
NA20799,-0.3369926222220682
NA20800,0.26769875163727036
NA20801,-0.05338426523479749
NA20802,0.3043046986960196
NA20803,0.032182980497055855
NA20804,0.32660475755366575
NA20805,-0.38823815173912773
NA20806,0.032825957735549124
NA20807,-0.04892000991187534
NA20808,-0.4626607043612601
NA20809,-0.6057275233427521
NA20810,0.3200543029190508
NA20811,-0.10665200052091978
NA20812,-0.3829705639260408
NA20813,-0.0017872504376435505
NA20814,0.502092561684973
NA20815,-0.9009516971550835
NA20816,-0.5782164847642091
NA20817,-0.3420600594840921
NA20818,0.6392212215420874
NA20819,0.15411280216958245
NA20821,0.35362777617384095
NA20822,-0.43149023431235645
NA20826,-0.42300096626134853
NA20827,0.2221201258030676
NA20828,0.0617857146130298
NA20829,0.26366089784447444
NA20830,-0.03944537986615089
NA20831,0.15228395780872445
NA20832,0.10288181534694293
NA20836,0.35792905734735525
NA20838,0.3699646088483441
NA20839,-0.6289393128916525
NA20840,-0.887175737378296
NA20842,0.4501184056733603
NA20844,0.5266676483866131
NA20845,-0.38228843483168967
NA20846,-0.7277082533341808
NA20847,0.0785627323265639
NA20848,0.42093301396587784
NA20849,0.7776899054339639
NA20850,0.2503080806769572
NA20851,-0.11519859231467203
NA20852,-0.32981256384432944
NA20853,0.04251335165164136
NA20854,-0.08537735211917152
NA20856,-0.3800019499979807
NA20858,0.8810678258953288
NA20859,0.7725753142928891
NA20861,0.5053976381514143
NA20862,-0.3412220237382369
NA20863,0.3897259538807599
NA20864,0.30107023014933637
NA20866,0.21995177892238818
NA20867,0.5521622239152186
NA20868,0.29931876240170174
NA20869,0.34238985966286445
NA20870,0.29995062623600166
NA20871,0.17806974353366678
NA20872,-0.696334340990358
NA20873,0.07221843546218534
NA20874,-0.1911286102622999
NA20875,-0.4889825381646324
NA20876,0.7300357205042192
NA20877,0.7494544823085556
NA20878,0.5972551990816739
NA20879,0.14284584237787798
NA20881,0.5937172997841134
NA20882,0.042761089135711396
NA20884,0.12127135917112598
NA20885,-0.41227281608215216
NA20886,0.20120162093172253
NA20887,0.06265484813949007
NA20888,-0.49837161128906554
NA20889,0.016727268776288717
NA20890,0.004983311516537636
NA20891,0.7776761761909339
NA20892,0.4058582060161193
NA20893,0.042510942730047414
NA20894,0.14020085671412574
NA20895,0.05599781482768792
NA20896,-0.04571939614184743
NA20897,-0.40772703444501884
NA20898,-0.02437295282301208
NA20899,-0.2692940424381745
NA20900,-0.476829875820767
NA20901,0.24821889886776527
NA20902,0.19884453402851948
NA20903,-0.6976088116791008
NA20904,-0.01269699679299436
NA20905,0.44763069043640846
NA20906,0.4737764909297256
NA20907,0.4600344445315642
NA20908,0.05381667596064085
NA20911,-0.3100206569921026
NA20912,-0.4082504373405777
NA20914,0.17963937879524713
NA20916,0.19391166214470107
NA20917,0.567665485536645
NA20919,0.49055162408080155
NA20920,-0.016625315028230434
NA20921,-0.4743151397391338
NA20922,-0.09354427532968554
NA20928,0.12721235978401196
NA21088,-0.04537746380227871
NA21092,-0.20006121488476314
NA21093,0.14188738984161037
NA21094,-0.16962900636460723
NA21099,-0.22071200006136393
NA21102,0.1659939865992957
NA21105,-0.1276601459811807
NA21107,0.13827336650348973
NA21108,0.1502507758059337
NA21109,-0.4311889768492921
NA21110,-0.16027884658300365
NA21111,0.629588988469616
NA21112,-0.4405119274414325
NA21115,-0.8334149711962704
NA21116,-0.7285354650746176
NA21117,0.04978165401095704
NA21118,0.05052555163825887
NA21119,-0.010608628092979772
NA21122,0.5375605335869712
NA21123,-1.062338652665169
NA21124,0.200766382715727
NA21125,0.6804879638623507
NA21126,-0.42639456282942945
NA21127,-0.11852836025272082
NA21128,-0.27209031313130033
NA21129,-0.3303128325655108
NA21130,-0.09648944126748324
NA21131,0.6253529427645421
NA21132,0.7940683556306634
NA21133,-0.10047258502652479
NA21135,0.8219227841089358
NA21137,0.05244327792687159
NA21141,0.7596192265901649
NA21142,-0.0006017241973772097
NA21143,0.09174340120059299
NA21144,0.18822929293979068
NA21145,1.3462161744276775
NA21148,0.38818914260611515
NA21150,-0.2533100805280224
NA21151,0.4366395234055431
NA21152,-0.11113027226391495
NA21153,-0.16378117528213768
NA21154,0.41178031973159296
NA21155,0.05059482792660649
NA21156,0.15246184641305938
NA21157,0.04355631731975438
NA21159,0.1763376149107969
NA21160,0.212715963384719
NA21161,-0.7594555895015489
NA21163,0.312161310399684
NA21164,-0.3663991932021517
NA21165,-0.5558503241962536
NA21166,0.01375793202776631
NA21167,0.07236658096422938
NA21168,-0.24764713733795074
NA21169,0.37985271261613823
NA21170,-0.5146392984782653
NA21171,-0.12969804699478527
NA21172,-0.20293419393842305
NA21173,0.018624679528327918
NA21174,0.15258053956080347
NA21175,-0.37704873806505096
NA21176,0.3359147500409835
NA21177,0.0637317748065624
NA21178,-0.7409250778631822
NA21179,-0.7683562368674179
NA21180,0.0327293790302955
NA21182,-0.05315014800086333
NA21183,-0.004767718747319148
NA21185,0.026282420892162282
NA21186,0.1306404299423904
NA21187,0.42785257941356014
NA21188,-0.4195307772176669
NA21189,-0.4445835076379671
NA21190,-0.4122120999064466
NA21191,0.15671810020663973
NA21192,0.550220341050877
NA21193,-0.1397393127793825
NA21194,-0.9918996558561137
NA21195,-0.6635634622504305
NA21196,-0.3050779151028383
NA21197,-0.19176121009303038
NA21198,-0.13029275897804538
NA21199,0.05367999021894546
NA21200,-0.09051478976651922
NA21201,0.4697081836996664
NA21202,-0.24044872301845138
NA21203,-0.3171300721201335
HG00551,0.17409389439323605
HG00553,-0.646620579287901
HG00554,0.1377604007473689
HG00556,0.02078016705008112
HG00557,-0.08106807039266141
HG00558,0.6260636860526094
HG00559,-0.2744873132130681
HG00560,0.8183654746715094
HG00561,-0.11284077241552766
HG00562,-0.541256499680871
HG00563,0.007485237297291825
HG00564,-0.45946229460986615
HG00565,-0.32726533239922
HG00566,0.1407513664263111
HG00567,0.20534414291606085
HG00568,-0.2744711210835848
HG00569,0.3812688560919036
HG00570,0.4505686606178099
HG00571,0.5641493356238847
HG00572,0.1946830220630192
HG00573,0.5344608573037136
HG00574,-0.7872372795566311
HG00575,-0.15051512791123564
HG00577,-0.3742179414261639
HG00578,0.02757261582329953
HG00580,-0.25380841190075076
HG00581,-0.08869270481032097
HG00583,0.7457980461951297
HG00584,-0.09014384506166212
HG00585,0.14757899002329317
HG00587,-0.11562652501113342
HG00589,0.009845593513614036
HG00590,-0.018548804390344488
HG00592,0.16164722447746518
HG00593,0.45374628998191985
HG00595,0.6501483146235963
HG00596,0.10513922136979457
HG00598,0.2191814013709043
HG00599,-0.48986220104219996
HG00601,-0.05680098486012382
HG00602,0.36207392799357413
HG00604,0.3317956232911482
HG00605,0.06520980514070344
HG00607,0.34011689912798376
HG00608,0.1789383572440818
HG00610,0.46800476961484755
HG00611,0.09688492054432706
HG00613,-0.1659114937636395
HG00614,0.11582172807451381
HG00616,-1.2149241487224207
HG00617,0.13498764900326915
HG00619,-1.5073633849925028
HG00620,-0.7231389921769673
HG00622,0.16305052802335696
HG00623,0.17354545200249238
HG00625,-0.49457348502900766
HG00626,-0.31111037186147966
HG00628,0.5373583987613973
HG00629,-0.21819387560270825
HG00630,0.8927657352729761
HG00631,-0.021782148184043424
HG00632,0.1452339384614281
HG00633,0.6377146299483327
HG00634,0.03238044713719912
HG00635,-0.4293549377334324
HG00637,-0.0657029638202538
HG00638,-0.03550781392384304
HG00640,-0.5769957491069178
HG00641,-0.12522598586425143
HG00642,-0.3233690590945557
HG00643,0.3555833502781606
HG00644,-0.006899122456926863
HG00645,-0.13621098820272004
HG00646,-0.06425851853563756
